"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.UWT.TFRT","Unmet need for contraception (% of married women ages 15-49)","Unmet need for contraception is the percentage of fertile, married women of reproductive age who do not want to become pregnant and are not using contraception.","Household surveys, including Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by United Nations Population Division.",
"SP.REG.DTHS.ZS","Completeness of death registration with cause-of-death information (%)","Completeness of death registration is the estimated percentage of deaths that are registered with their cause of death information in the vital registration system of a country.","World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en).",
"SP.REG.BRTH.ZS","Completeness of birth registration (%)","Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.","UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.",
"SP.REG.BRTH.UR.ZS","Completeness of birth registration, urban (%)","Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.","UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.",
"SP.REG.BRTH.RU.ZS","Completeness of birth registration, rural (%)","Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.","UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.",
"SP.REG.BRTH.MA.ZS","Completeness of birth registration, male (%)","Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.","UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.",
"SP.REG.BRTH.FE.ZS","Completeness of birth registration, female (%)","Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.","UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.",
"SP.POP.TOTL.MA.ZS","Population, male (% of total population)","Male population is the percentage of the population that is male. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.",
"SP.POP.TOTL.MA.IN","Population, male","Male population is based on the de facto definition of population, which counts all male residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2019 Revision.",
"SP.POP.TOTL.FE.ZS","Population, female (% of total population)","Female population is the percentage of the population that is female. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.",
